id,id_orar,ora_inceput,ora_final,profesor,materie,sala,saptamana,grupa
1,1,12:00,14:00,"Marin Li",ElemCalcStiin,"Sala L-309","Impar / Par",none
2,1,14:00,16:00,"Marin Li",ElemCalcStiin,"Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
3,1,16:00,18:00,"Vuletescu V","Geometrie II","Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
4,1,9:00,12:00,"Munteanu R","AnalizaMate II","Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
5,1,12:00,15:00,"Munteanu R","AnalizaMate II","Sala 10","Impar / Par",none
6,1,14:00,16:00,"Leustean L",LogicaMatem,"Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
7,1,16:00,18:00,"Dragomir A",LogicaMatem,"Sala 216",Impar,none
8,1,11:00,14:00,"Vuletescu V","Geometrie II","Sala 219","Impar / Par",none
9,1,14:00,16:00,"Dascalescu S","Algebra Il","Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
10,1,16:00,19:00,"Dascalescu S",Algebra,"Sala II","Impar / Par",none
11,2,12:00,14:00,"Popescu RC",Geom&AlgLin,"Amf. Titeica (Et. 3)","Impar / Par",none
12,2,14:00,16:00,"Dumitran M",StructDate,"Amf. Titeica (Et. 3)","Impar / Par",none
13,2,18:00,20:00,"Pacioianu D",POO,"Sala L.121D","Impar / Par",Grupa:2
14,2,8:00,10:00,"Mereu A ",LbForm&Autom,"Sala E2216",Impar,Grupa:1
15,2,10:00,12:00,"Paun A",LbForm&Autom,"Amf. Pompeiu (Et. 2)","Impar / Par",none
16,2,12:00,14:00,"Ghisoiu V",Geom&AlgLin,"Sala 8","Impar / Par",none
17,2,14:00,16:00,"Moanga N ",BD,"Sala L.221C",Impar,Grupa:1
18,2,14:00,16:00,"Dinu R",LbForm&Autom,"Sala 10",Par,none
19,2,16:00,18:00,"Moanga N ",BD,"Sala L.221C",Par,Grupa:1
20,2,8:00,10:00,"Mereu A ",LbForm&Autom,"Sala L.221C",Par,Grupa:2
21,2,8:00,10:00,"Petrescu AM",TehniciWeb,"Sala L.221A","Impar / Par",Grupa:1
22,2,12:00,14:00,"Dobrovat A",POO,"Amf. Pompeiu (Et. 2)","Impar / Par",none
23,2,14:00,16:00,"Dumitran M",StructDate,"Sala 219",Impar,none
24,2,18:00,20:00,"Pacioianu D",POO,"Sala L-309","Impar / Par",Grupa:1
25,2,18:00,20:00,"Moanga N",BD,"Sala L.221C","Impar / Par",Grupa:2
26,2,16:00,18:00,"Dumitran M ",StructDate,"Sala L.302A",Par,Grupa:2
27,2,14:00,16:00,"Chirita Ca",TehniciWeb,"Amf. Hater (Et. 0)","Impar / Par",none
28,2,10:00,12:00,"Dumitran M ",StructDate,"Sala L.310",Par,Grupa:1
29,2,12:00,14:00,"Cheptea D",POO,"Sala 216",Par,none
30,2,10:00,12:00,"Marin Le",BD,"Amf. Stoilow (Et. 1)","Impar / Par",none
31,2,8:00,10:00,"Dimisca C",TehniciWeb,"Sala L.221A","Impar / Par",Grupa:2
32,3,12:00,14:00,"Popescu RC",Geom&AlgLin,"Amf. Titeica (Et. 3)","Impar / Par",none
33,3,14:00,16:00,"Dumitran M",StructDate,"Amf. Titeica (Et. 3)","Impar / Par",none
34,3,16:00,18:00,"Bilbie F",POO,"Sala 3",Impar,none
35,3,10:00,12:00,"Paun A",LbForm&Autom,"Amf. Pompeiu (Et. 2)","Impar / Par",none
36,3,12:00,14:00,"Dumitran M",LbForm&Autom,"Sala 219",Impar,none
37,3,14:00,16:00,"Dumitran M ",StructDate,"Sala L.221A",Impar,Grupa:1
38,3,14:00,16:00,"Dumitran M ",StructDate,"Sala L.221A",Par,Grupa:2
39,3,8:00,10:00,"Lupascu M ",POO,"Sala L.121D",Impar,Grupa:1
40,3,10:00,12:00,"Marin Le ",BD,"Sala 201(BD)",Impar,Grupa:1
41,3,12:00,14:00,"Dobrovat A",POO,"Amf. Pompeiu (Et. 2)","Impar / Par",none
42,3,8:00,10:00,"Marin Le ",BD,"Sala 201(BD)",Impar,Grupa:2
43,3,8:00,10:00,"Marin Le ",BD,"Sala 201(BD)",Par,Grupa:1
44,3,14:00,16:00,"Dumitran M",StructDate,"Sala 219",Par,none
45,3,8:00,10:00,"Lupascu M ",POO,"Sala L.121D",Par,Grupa:2
46,3,10:00,12:00,"Marin Le ",BD,"Sala 201(BD)",Par,Grupa:2
47,3,8:00,10:00,"Nicolae BM ",TehniciWeb,"Sala L.218",Impar,Grupa:1
48,3,12:00,14:00,"Oprea T",Geom&AlgLin,"Sala 0","Impar / Par",none
49,3,14:00,16:00,"Chirita Ca",TehniciWeb,"Amf. Hater (Et. 0)","Impar / Par",none
50,3,16:00,18:00,"Dumitran M ",LbForm&Autom,"Sala L.221C",Impar,Grupa:1
51,3,8:00,10:00,"Lupascu M ",POO,"Sala L-309",Impar,Grupa:2
52,3,10:00,12:00,"Nicolae BM ",TehniciWeb,"Sala L.218",Impar,Grupa:2
53,3,8:00,10:00,"Lupascu M ",POO,"Sala L-309",Par,Grupa:1
54,3,10:00,12:00,"Nicolae BM ",TehniciWeb,"Sala L.218",Par,Grupa:1
55,3,8:00,10:00,"Nicolae BM ",TehniciWeb,"Sala L.218",Par,Grupa:2
56,3,16:00,18:00,"Dumitran M ",LbForm&Autom,"Sala L.221C",Par,Grupa:2
57,3,10:00,12:00,"Marin Le",BD,"Amf. Stoilow (Et. 1)","Impar / Par",none
58,4,12:00,14:00,"Georgescu Gi",LbForm&Autom,"Amf. Pompeiu (Et. 2)","Impar / Par",none
59,4,14:00,16:00,"Negru M",LbForm&Autom,"Sala 219",Par,none
60,4,16:00,18:00,"Bilbie F",POO,"Sala 3",Par,none
61,4,8:00,10:00,"Paun A",POO,"Amf. Pompeiu (Et. 2)","Impar / Par",none
62,4,12:00,14:00,"Mincu R ",StructDate,"Sala L.310",Impar,Grupa:1
63,4,14:00,16:00,"Ciocan I",TehniciWeb,"Sala L-322","Impar / Par",Grupa:1
64,4,10:00,12:00,"Ciocan I",TehniciWeb,"Sala L.302A","Impar / Par",Grupa:2
65,4,18:00,20:00,"Mares B",POO,"Sala L.310","Impar / Par",Grupa:2
66,4,12:00,14:00,"Mincu R ",StructDate,"Sala L.310",Par,Grupa:2
67,4,8:00,10:00,"Hirica I",Geom&AlgLin,"Amf. Pompeiu (Et. 2)","Impar / Par",none
68,4,10:00,12:00,"Hirica I",GeomAlgLin,"Sala 216","Impar / Par",none
69,4,12:00,14:00,"Benegui C",BD,"Sala 201(BD)","Impar / Par",Grupa:1
70,4,18:00,20:00,"Mares B",POO,"Sala L.121D","Impar / Par",Grupa:1
71,4,16:00,18:00,"Popa A",StructDate,"Amf. Stoilow (Et. 1)","Impar / Par",none
72,4,18:00,20:00,"Popa A",StructDate,"Sala 216",Impar,none
73,4,18:00,20:00,"Macarau H ",LbForm&Autom,"Sala L.302A",Par,Grupa:2
74,4,12:00,14:00,"Marin Le",BD,"Amf. Stoilow (Et. 1)","Impar / Par",none
75,4,14:00,16:00,"Chirita Ca",TehniciWeb,"Amf. Hater (Et. 0)","Impar / Par",none
76,4,8:00,10:00,"Marin Le",BD,"Sala 201(BD)","Impar / Par",Grupa:2
77,4,18:00,20:00,"Macarau H ",LbForm&Autom,"Sala L.221C",Par,Grupa:1
78,5,10:00,12:00,"Benegui C",BD,"Sala 201(BD)","Impar / Par",Grupa:1
79,5,12:00,14:00,"Georgescu Gi",LbForm&Autom,"Amf. Pompeiu (Et. 2)","Impar / Par",none
80,5,14:00,16:00,"Ciocan I",TehniciWeb,"Sala L.121D","Impar / Par",Grupa:1
81,5,10:00,12:00,"Ciocan I",TehniciWeb,"Sala L.221C","Impar / Par",Grupa:2
82,5,8:00,10:00,"Paun A",POO,"Amf. Pompeiu (Et. 2)","Impar / Par",none
83,5,10:00,12:00,"Mincu R ",StructDate,"Sala L.310",Impar,Grupa:1
84,5,16:00,18:00,"Mares B",POO,"Sala L.221A","Impar / Par",Grupa:1
85,5,18:00,20:00,"Macarau H ",LbForm&Autom,"Sala L.221C",Impar,Grupa:1
86,5,10:00,12:00,"Mincu R ",StructDate,"Sala L.310",Par,Grupa:2
87,5,8:00,10:00,"Hirica I",Geom&AlgLin,"Amf. Pompeiu (Et. 2)","Impar / Par",none
88,5,12:00,14:00,"Hirica I",Geom&AlgLin,"Sala 216","Impar / Par",none
89,5,10:00,12:00,"Negru M",LbForm&Autom,"Sala 219",Par,none
90,5,14:00,16:00,"Benegui C",BD,"Sala 201(BD)","Impar / Par",Grupa:2
91,5,16:00,18:00,"Popa A",StructDate,"Amf. Stoilow (Et. 1)","Impar / Par",none
92,5,18:00,20:00,"Macarau H ",LbForm&Autom,"Sala L.302A",Impar,Grupa:2
93,5,18:00,20:00,"Bilbie F",POO,"Sala 1",Par,none
94,5,12:00,14:00,"Marin Le",BD,"Amf. Stoilow (Et. 1)","Impar / Par",none
95,5,14:00,16:00,"Chirita Ca",TehniciWeb,"Amf. Hater (Et. 0)","Impar / Par",none
96,5,16:00,18:00,"Popa A",StructDate,"Sala 219",Impar,none
97,5,8:00,10:00,"Cepan L",POO,"Sala L.121D","Impar / Par",Grupa:2
98,6,8:00,10:00,"Benegui C",BD,"Sala 201(BD)","Impar / Par",Grupa:1
99,6,10:00,12:00,"Halanay A",GeomAlgLin,"Sala 10","Impar / Par",none
100,6,12:00,14:00,"Georgescu Gi",LbForm&Autom,"Amf. Pompeiu (Et. 2)","Impar / Par",none
101,6,18:00,20:00,"Bilbie F",POO,"Sala L.221C","Impar / Par",none
102,6,8:00,10:00,"Ciocan I",TehniciWeb,"Sala L.121D","Impar / Par",Grupa:2
103,6,8:00,10:00,"Paun A",POO,"Amf. Pompeiu (Et. 2)","Impar / Par",none
104,6,12:00,14:00,"Ciocan I",TehniciWeb,"Sala L.302A","Impar / Par",Grupa:1
105,6,18:00,20:00,"Bilbie F",POO,"Sala L.121D","Impar / Par",Grupa:2
106,6,8:00,10:00,"Hirica I",Geom&AlgLin,"Amf. Pompeiu (Et. 2)","Impar / Par",none
107,6,10:00,12:00,"Mincu R ",StructDate,"Sala L.310",Impar,Grupa:1
108,6,10:00,12:00,"Benegui C ",BD,"Sala L.218",Impar,Grupa:2
109,6,10:00,12:00,"Benegui C ",BD,"Sala L.218",Par,Grupa:2
110,6,12:00,14:00,"Mincu R ",StructDate,"Sala L.310",Par,Grupa:2
111,6,14:00,16:00,"Macovei B ",LbForm&Autom,"Sala L.218",Impar,Grupa:1
112,6,16:00,18:00,"Popa A",StructDate,"Amf. Stoilow (Et. 1)","Impar / Par",none
113,6,18:00,20:00,"Bilbie F",POO,"Sala 1",Impar,none
114,6,14:00,16:00,"Macovei B ",LbForm&Autom,"Sala L.218",Par,Grupa:2
115,6,10:00,12:00,"Negru M",LbForm&Autom,"Sala 5",Impar,none
116,6,12:00,14:00,"Marin Le",BD,"Amf. Stoilow (Et. 1)","Impar / Par",none
117,6,14:00,16:00,"Chirita Ca",TehniciWeb,"Amf. Hater (Et. 0)","Impar / Par",none
118,6,16:00,18:00,"Popa A",StructDate,"Sala 219",Par,none
119,7,12:00,14:00,"Georgescu Gi",LbForm&Autom,"Amf. Pompeiu (Et. 2)","Impar / Par",none
120,7,14:00,16:00,"Halanay A",GeomAlgLin,"Sala 10","Impar / Par",none
121,7,16:00,18:00,"Macovei B ",LbForm&Autom,"Sala L.302A",Impar,Grupa:1
122,7,16:00,18:00,"Macovei B ",LbForm&Autom,"Sala L.302A",Par,Grupa:2
123,7,8:00,10:00,"Paun A",POO,"Amf. Pompeiu (Et. 2)","Impar / Par",none
124,7,10:00,12:00,"Benegui C",BD,"Sala 201(BD)","Impar / Par",Grupa:1
125,7,12:00,14:00,"Cristea R",TehniciWeb,"Sala L.221A","Impar / Par",Grupa:1
126,7,10:00,12:00,"Cristea R",TehniciWeb,"Sala L.121D","Impar / Par",Grupa:2
127,7,12:00,14:00,"Benegui C",BD,"Sala L.218","Impar / Par",Grupa:2
128,7,8:00,10:00,"Hirica I",Geom&AlgLin,"Amf. Pompeiu (Et. 2)","Impar / Par",none
129,7,10:00,12:00,"Negru M",LbForm&Autom,"Sala 219",Impar,none
130,7,12:00,14:00,"Mincu R ",StructDate,"Sala L.310",Impar,Grupa:1
131,7,10:00,12:00,"Mincu R ",StructDate,"Sala L.310",Par,Grupa:2
132,7,12:00,14:00,"Costan M",POO,"Sala L-322","Impar / Par",Grupa:1
133,7,14:00,16:00,"Cheptea D",POO,"Sala 216",Impar,none
134,7,16:00,18:00,"Popa A",StructDate,"Amf. Stoilow (Et. 1)","Impar / Par",none
135,7,18:00,20:00,PopaA,StructDate,"Sala 216",Par,none
136,7,12:00,14:00,"Marin Le",BD,"Amf. Stoilow (Et. 1)","Impar / Par",none
137,7,14:00,16:00,"Chirita Ca",TehniciWeb,"Amf. Hater (Et. 0)","Impar / Par",none
138,7,16:00,18:00,"Costan M",POO,"Sala L.221C","Impar / Par",Grupa:2
139,8,8:00,10:00,"Stancu A",UtilizareaSO,"Sala L.310","Impar / Par",Grupa:1
140,8,12:00,15:00,"Mihail A",MatematiciSpeciale,"Amf. Hater (Et. 0)","Impar / Par",none
141,8,15:00,17:00,"llias P",MatematiciSpeciale,"Sala 0","Impar / Par",none
142,8,18:00,20:00,"Toca L",TehniciDeProgr,"Sala 8",Impar,none
143,8,8:00,10:00,"lrofti P",UtilizareaSO,"Amf. Hater (Et. 0)","Impar / Par",none
144,8,10:00,12:00,"Pascan R",CalculNumeric,"Amf. Hater (Et. 0)","Impar / Par",none
145,8,12:00,14:00,"Dragan M",ProiectareAsistDeCalGC,"Sala L-204","Impar / Par",none
146,8,14:00,16:00,"Pascan R ",CalculNumeric,"Sala L.218",Impar,Grupa:1
147,8,14:00,16:00,"Pascan R ",CalculNumeric,"Sala L.218",Par,Grupa:2
148,8,8:00,12:00,"Iftimie S / Tazlaoanu C",BazeElectroteh,Fac.Fizica-Magurele,Impar,none
149,8,13:00,15:00,"Tazlaoanu C",BazeElectroteh,Fac.Fizica-Magurele,"Impar / Par",none
150,8,10:00,12:00,"Boriga R",TehniciDeProgr,"Amf. Hater (Et. 0)","Impar / Par",none
151,8,12:00,14:00,"Dragan M",ProiectareAsistDeCalc,"Amf. Titeica (Et. 3)","Impar / Par",none
152,8,8:00,10:00,"Stancu A",UtilizareaSO,"Sala L.302A","Impar / Par",Grupa:2
153,8,8:00,10:00,"Mitre L",CalculNumeric,"Sala 10",Impar,none
154,8,10:00,12:00,"Micluta M",TehniciDeProgr,"Sala L-309","Impar / Par",none
155,9,8:00,10:00,"Mitre L",MatematiciSpeciale,"Sala 12","Impar / Par",none
156,9,12:00,15:00,"Mihail A",MatematiciSpeciale,"Amf. Hater (Et. 0)","Impar / Par",none
157,9,16:00,18:00,"Toca L",TehniciDeProgr,"Sala 8",Impar,none
158,9,10:00,12:00,"Pascan R ",CalculNumeric,"Sala L.121D",Par,Grupa:2
159,9,8:00,10:00,"lrofti P",UtilizareaSO,"Amf. Hater (Et. 0)","Impar / Par",none
160,9,10:00,12:00,"Pascan R",CalculNumeric,"Amf. Hater (Et. 0)","Impar / Par",none
161,9,12:00,14:00,"Pascan R ",CalculNumeric,"Sala L.121D",Impar,Grupa:1
162,9,13:00,15:00,"Tazlaoanu C",BazeElectroteh,Fac.Fizica-Magurele,"Impar / Par",none
163,9,15:00,19:00,"Iftimie S / Tazlaoanu C",BazeElectroteh,Fac.Fizica-Magurele,Impar,none
164,9,10:00,12:00,"Boriga R",TehniciDeProgr,"Amf. Hater (Et. 0)","Impar / Par",none
165,9,12:00,14:00,"Dragan M",ProiectareAsistDeCalc,"Amf. Titeica (Et. 3)","Impar / Par",none
166,9,14:00,16:00,"Micluta M",TehniciDeProgr,"Sala L-322","Impar / Par",none
167,9,16:00,18:00,"Dragan M",ProiectareAsistDeCalc,"Sala L-204","Impar / Par",none
168,9,10:00,12:00,"Dragan M",UtilizareaSO,"Sala L.302A","Impar / Par",Grupa:1
169,9,8:00,10:00,"Mitre L",CalculNumeric,"Sala 10",Par,none
170,9,12:00,14:00,"Dragan M",UtilizareaSO,"Sala L.302A","Impar / Par",Grupa:2
171,10,10:00,12:00,"Mitre L",MatematiciSpeciale,"Sala 12","Impar / Par",none
172,10,12:00,15:00,"Mihail A",MatematiciSpeciale,"Amf. Hater (Et. 0)","Impar / Par",none
173,10,18:00,20:00,"Toca L",TehniciDeProgr,"Sala 8",Par,none
174,10,8:00,10:00,"lrofti P",UtilizareaSO,"Amf. Hater (Et. 0)","Impar / Par",none
175,10,10:00,12:00,"Pascan R",CalculNumeric,"Amf. Hater (Et. 0)","Impar / Par",none
176,10,14:00,16:00,"Dragan M",ProiectareAsistDeCalc,"Sala L-204","Impar / Par",none
177,10,13:00,15:00,"Tazlaoanu C",BazeElectroteh,Fac.Fizica-Magurele,"Impar / Par",none
178,10,8:00,12:00,"Iftimie S / Tazlaoanu C",BazeElectroteh,Fac.Fizica-Magurele,Par,none
179,10,8:00,10:00,"Pascan R ",CalculNumeric,"Sala L.121D",Impar,Grupa:1
180,10,10:00,12:00,"Boriga R",TehniciDeProgr,"Amf. Hater (Et. 0)","Impar / Par",none
181,10,12:00,14:00,"Dragan M",ProiectareAsistDeCalc,"Amf. Titeica (Et. 3)","Impar / Par",none
182,10,14:00,16:00,"Baldovin M",TehniciDeProgr,"Sala L-309","Impar / Par",none
183,10,8:00,10:00,"Pascan R ",CalculNumeric,"Sala L.121D",Par,Grupa:2
184,10,8:00,10:00,"Dragan M",UtilizareaSO,"Sala L.310","Impar / Par",Grupa:1
185,10,12:00,14:00,"Mitre L",CalculNumeric,"Sala 10",Impar,none
186,10,14:00,16:00,"Dragan M",UtilizareaSO,"Sala L.121D","Impar / Par",Grupa:2
187,11,10:00,12:00,"Pascan R ",CalculNumeric,"Sala L.121D",Impar,Grupa:1
188,11,12:00,15:00,"Mihail A",MatematiciSpeciale,"Amf. Hater (Et. 0)","Impar / Par",none
189,11,16:00,18:00,"Toca L",TehniciDeProgr,"Sala 8",Par,none
190,11,8:00,10:00,"lrofti P",UtilizareaSO,"Amf. Hater (Et. 0)","Impar / Par",none
191,11,10:00,12:00,"Pascan R",CalculNumeric,"Amf. Hater (Et. 0)","Impar / Par",none
192,11,12:00,14:00,"Pascan R ",CalculNumeric,"Sala L.121D",Par,Grupa:2
193,11,13:00,15:00,"Tazlaoanu C",BazeElectroteh,Fac.Fizica-Magurele,"Impar / Par",none
194,11,15:00,19:00,"Iftimie S / Tazlaoanu C",BazeElectroteh,Fac.Fizica-Magurele,Par,none
195,11,10:00,12:00,"Boriga R",TehniciDeProgr,"Amf. Hater (Et. 0)","Impar / Par",none
196,11,12:00,14:00,"Dragan M",ProiectareAsistDeCalc,"Amf. Titeica (Et. 3)","Impar / Par",none
197,11,16:00,18:00,"Baldovin M",TehniciDeProgr,"Sala L-322","Impar / Par",none
198,11,8:00,10:00,"Nicolae CC",UtilizareaSO,"Sala L.310","Impar / Par",Grupa:2
199,11,8:00,10:00,"Nicolae CC",UtilizareaSO,"Sala L.302A","Impar / Par",Grupa:1
200,11,10:00,12:00,"Mitre L",MatematiciSpeciale,"Sala 10","Impar / Par",none
201,11,16:00,18:00,"Dragan M",ProiectareAsistDeCal,"Sala L-204","Impar / Par",none
202,11,12:00,14:00,"Mitre L",CalculNumeric,"Sala 10",Par,none
203,12,14:00,16:00,"Marin Li",ElemCalcStiin,"Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
204,12,16:00,18:00,"Vuletescu V","Geometrie II","Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
205,12,12:00,14:00,"Halanay A",ElemCalcStiin,"Sala L-322","Impar / Par",none
206,12,14:00,16:00,"Dragomir A",LogicaMatem,"Sala 216",Impar,none
207,12,9:00,12:00,"Munteanu R","AnalizaMate II","Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
208,12,12:00,15:00,"llias P",AnalizaMate,"Sala II","Impar / Par",none
209,12,14:00,16:00,"Leustean L",LogicaMatem,"Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
210,12,16:00,19:00,"Filimon L","Algebra II","Sala 10","Impar / Par",none
211,12,11:00,14:00,"Oprea T","Geometrie II","Sala 216","Impar / Par",none
212,12,14:00,16:00,"Dascalescu S","Algebra Il","Amf. R1 (Et. 1, Fac. Chimie)","Impar / Par",none
213,13,10:00,12:00,"Bordea D",Franceza,"Sala 8","Impar / Par",none
214,13,16:00,18:00,"Mincu G",DidacticaSpec,"Sala 220",Impar,"Serii:20 21 "
215,13,14:00,16:00,"Tataram M",Didacticalnfo,"Sala 220",Impar,"Serii:23 24 "
216,13,18:00,20:00,"Tataram M",Didacticalnfo,"Sala 220",Impar,"Serii:25 "
217,13,16:00,18:00,"Tataram M",Didacticalnfo,"Sala 220",Par,"Serii:23 24 25 "
218,13,18:00,20:00,"Dumitriu A","Intro loT","Amf. Titeica (Et. 3)",Par,none
219,13,8:00,10:00,"Voica C",DidacticaSpec,"Sala 219",Par,"Serii:22 "
220,13,8:00,10:00,"lonita D",Engleza,"Sala 9",Impar,none
221,13,10:00,12:00,"lonita D",Engleza,"Sala 0","Impar / Par",none
222,13,12:00,14:00,"lonita D",Engleza,"Sala 0","Impar / Par",none
223,13,14:00,16:00,"lonita D",Engleza,"Sala 2","Impar / Par",none
224,13,8:00,10:00,"Voica C",DidacticaSpec,"Amf. Hater (Et. 0)",Par,"Serii:20 21 22 "
225,14,14:00,16:00,"Vladoiu S",AnComplexa,"Sala 8","Impar / Par",none
226,14,16:00,18:00,"Ornea L",Geometrie,"Sala 10","Impar / Par",none
227,14,10:00,12:00,"Tigoiu V",Mecanica,"Amf. Stoilow (Et. 1)","Impar / Par",none
228,14,12:00,14:00,"Popescu lo",Probabilitati,"Sala 215(Alg)","Impar / Par",none
229,14,14:00,16:00,"Ornea L",Geometrie,"Sala 5","Impar / Par",none
230,14,10:00,12:00,"Tigoiu V",Mecanica,"Sala 120",Impar,none
231,14,12:00,14:00,"Gica A",TeoriaNr,"Sala 120","Impar / Par",none
232,14,14:00,16:00,"Gica A",TeoriaNr,"Sala 120","Impar / Par",none
233,14,10:00,12:00,"Marin Li",Mecanica,"Sala L-309",Par,none
234,14,12:00,14:00,"Cristea M",AnComplexa,"Amf. Pompeiu (Et. 2)","Impar / Par",none
235,14,14:00,16:00,"Popescu lo",Probabilitati,"Amf. Pompeiu (Et. 2)","Impar / Par",none
236,14,14:00,16:00,"Militaru G",Algebra,"Amf. Pompeiu (Et. 2)","Impar / Par",none
237,14,16:00,18:00,"Militaru G",Algebra,"Sala 5","Impar / Par",none
238,15,12:00,14:00,"Georgescu Gi",LbForm&Autom,"Amf. Pompeiu (Et. 2)","Impar / Par",none
239,15,14:00,16:00,"Predut SN",BD,"Amf. Pompeiu (Et. 2)","Impar / Par",none
240,15,16:00,18:00,"Dobos I ",LbForm&Autom,"Sala L.218",Impar,Grupa:1
241,15,16:00,18:00,"Negru M",LbForm&Autom,"Sala 219",Par,none
242,15,18:00,20:00,"Gusatu M ",POO,"Sala L-309",Par,Grupa:2
243,15,8:00,10:00,"Paun A",POO,"Amf. Pompeiu (Et. 2)","Impar / Par",none
244,15,10:00,12:00,"Cimpean I",Probabilitati,"Sala 10","Impar / Par",none
245,15,12:00,14:00,"Vladoiu S",AnComplexa,"Sala 5","Impar / Par",none
246,15,18:00,20:00,"Gusatu M ",POO,"Sala L.218",Impar,Grupa:2
247,15,8:00,10:00,GaeA,BD,"Sala 201(BD)","Impar / Par",none
248,15,10:00,12:00,"Cheptea D",POO,"Sala 216",Impar,none
249,15,12:00,14:00,"Cristea M",AnComplexa,"Amf. Pompeiu (Et. 2)","Impar / Par",none
250,15,14:00,16:00,"Popescu lo",Probabilitati,"Amf. Pompeiu (Et. 2)","Impar / Par",none
251,15,10:00,12:00,"Dobos I ",LbForm&Autom,"Sala L.302A",Par,Grupa:2
252,15,10:00,12:00,"Gusatu M",POO,"Sala L.221C","Impar / Par",Grupa:1
253,15,12:00,14:00,"Militaru G",Algebra,"Sala 5","Impar / Par",none
254,15,14:00,16:00,"Militaru G",Algebra,"Amf. Pompeiu (Et. 2)","Impar / Par",none
255,16,12:00,14:00,"Georgescu Gi",LbForm&Autom,"Amf. Pompeiu (Et. 2)","Impar / Par",none
256,16,14:00,16:00,"Predut SN",BD,"Amf. Pompeiu (Et. 2)","Impar / Par",none
257,16,16:00,18:00,"Gusatu M ",POO,"Sala L.121D",Impar,Grupa:2
258,16,16:00,18:00,"Dobos I ",LbForm&Autom,"Sala L.218",Par,Grupa:1
259,16,16:00,18:00,"Gusatu M ",POO,"Sala L.121D",Par,Grupa:2
260,16,8:00,10:00,"Paun A",POO,"Amf. Pompeiu (Et. 2)","Impar / Par",none
261,16,12:00,14:00,"Cimpean I",Probabilitati,"Sala 10","Impar / Par",none
262,16,8:00,10:00,"Gae A",BD,"Sala L-204","Impar / Par",none
263,16,10:00,12:00,"Dinu R",Algebra,"Sala 0","Impar / Par",none
264,16,8:00,10:00,"Gusatu M",POO,"Sala L.221C","Impar / Par",Grupa:1
265,16,12:00,14:00,"Cristea M",AnComplexa,"Amf. Pompeiu (Et. 2)","Impar / Par",none
266,16,14:00,16:00,"Popescu lo",Probabilitati,"Amf. Pompeiu (Et. 2)","Impar / Par",none
267,16,10:00,12:00,"Dobos I ",LbForm&Autom,"Sala L.302A",Impar,Grupa:2
268,16,10:00,12:00,"Cheptea D",POO,"Sala 216",Par,none
269,16,12:00,14:00,"Vladoiu S",AnComplexa,"Sala 12","Impar / Par",none
270,16,14:00,16:00,"Militaru G",Algebra,"Amf. Pompeiu (Et. 2)","Impar / Par",none
271,16,10:00,12:00,"Negru M",LbForm&Autom,"Sala 5",Par,none
272,17,8:00,10:00,"Nistor M",Probabilitati,"Sala 5","Impar / Par",none
273,17,10:00,12:00,"Tigoiu V",Mecanica,"Amf. Stoilow (Et. 1)","Impar / Par",none
274,17,12:00,14:00,"Tigoiu V",Mecanica,"Sala 216",Impar,none
275,17,10:00,12:00,"Preda O",AnComplexa,"Sala 1","Impar / Par",none
276,17,12:00,14:00,"Dinu R",Algebra,"Sala 8","Impar / Par",none
277,17,12:00,14:00,"Cristea M",AnComplexa,"Amf. Pompeiu (Et. 2)","Impar / Par",none
278,17,14:00,16:00,"Popescu lo",Probabilitati,"Amf. Pompeiu (Et. 2)","Impar / Par",none
279,17,10:00,12:00,"Pascan R",Mecanica,"Sala L-303",Par,none
280,17,10:00,12:00,"Munteanu I",SoftMatem,"Sala L-303","Impar / Par",none
281,17,12:00,14:00,"Munteanu I",SoftMatem,"Sala 202","Impar / Par",none
282,17,14:00,16:00,"Militaru G",Algebra,"Amf. Pompeiu (Et. 2)","Impar / Par",none
283,18,8:00,10:00,"Munteanu I",SoftMatem,"Sala L-309","Impar / Par",none
284,18,10:00,12:00,"Tigoiu V",Mecanica,"Amf. Stoilow (Et. 1)","Impar / Par",none
285,18,12:00,14:00,"Tigoiu V",Mecanica,"Sala 216",Par,none
286,18,10:00,12:00,"Bucataru M",Probabilitati,"Sala 8","Impar / Par",none
287,18,12:00,14:00,"Preda O",AnComplexa,"Sala 3","Impar / Par",none
288,18,10:00,12:00,"Pascan R",Mecanica,"Sala L-303",Impar,none
289,18,12:00,14:00,"Cristea M",AnComplexa,"Amf. Pompeiu (Et. 2)","Impar / Par",none
290,18,14:00,16:00,"Popescu lo",Probabilitati,"Amf. Pompeiu (Et. 2)","Impar / Par",none
291,18,16:00,18:00,"Popescu CD",Algebra,"Sala 8","Impar / Par",none
292,18,12:00,14:00,"Munteanu I",SoftMatem,"Sala 202","Impar / Par",none
